file,mean,std,min,max
train_00000.png,135.63990783691406,48.5495719909668,0,255
train_00001.png,26.84606170654297,50.199981689453125,0,250
train_00002.png,137.43096923828125,53.7152099609375,23,235
train_00003.png,126.7314224243164,68.18248748779297,0,255
train_00004.png,134.41183471679688,63.33366775512695,25,255
train_00005.png,91.96101379394531,88.25907135009766,0,253
train_00006.png,144.51490783691406,62.9113883972168,0,255
train_00007.png,146.69618225097656,77.34039306640625,0,255
train_00008.png,59.16342544555664,50.6419792175293,0,179
train_00009.png,72.51881408691406,81.38006591796875,0,255
train_00010.png,86.87188720703125,86.09185791015625,0,255
train_00011.png,167.30429077148438,53.192989349365234,42,255
train_00012.png,148.22616577148438,76.56678771972656,0,255
train_00013.png,159.07461547851562,60.17658996582031,19,255
train_00014.png,120.13241577148438,52.64858627319336,0,255
train_00015.png,87.26331329345703,77.41460418701172,0,255
train_00016.png,97.06776428222656,85.49091339111328,0,255
train_00017.png,106.28045654296875,54.53868865966797,8,238
train_00018.png,108.13926696777344,55.688079833984375,0,233
train_00019.png,64.77176666259766,71.63552856445312,0,255
train_00020.png,112.5417709350586,69.0821304321289,0,205
train_00021.png,90.61176300048828,86.16165924072266,0,255
train_00022.png,44.6528205871582,68.36504364013672,0,254
train_00023.png,96.59478759765625,31.7146053314209,9,185
train_00024.png,54.21452331542969,65.5715103149414,0,255
train_00025.png,111.21492004394531,41.58565139770508,30,255
train_00026.png,108.7334213256836,28.56629180908203,10,174
train_00027.png,135.8025360107422,50.38673782348633,35,255
train_00028.png,56.251834869384766,68.65336608886719,0,255
train_00029.png,126.4423599243164,45.432682037353516,0,255
train_00030.png,146.84255981445312,60.047142028808594,0,255
train_00031.png,129.83370971679688,60.60727310180664,28,255
train_00032.png,117.97369384765625,64.93463134765625,0,255
train_00033.png,149.8066864013672,52.43989562988281,32,251
train_00034.png,157.45718383789062,54.29108428955078,25,255
train_00035.png,136.4122314453125,55.298851013183594,0,255
train_00036.png,77.61184692382812,77.9755630493164,0,255
train_00037.png,72.32669067382812,70.30184173583984,0,254
train_00038.png,134.22959899902344,51.663230895996094,0,255
train_00039.png,76.86734771728516,55.888282775878906,0,255
train_00040.png,74.15010833740234,64.95797729492188,0,255
train_00041.png,209.63018798828125,49.06614303588867,53,255
train_00042.png,126.15178680419922,56.230712890625,0,254
train_00043.png,135.2227325439453,45.27338790893555,0,255
train_00044.png,201.61016845703125,52.84504699707031,41,255
train_00045.png,106.91470336914062,22.665056228637695,21,210
train_00046.png,142.9748077392578,61.288272857666016,24,255
train_00047.png,52.9244270324707,69.59567260742188,0,252
train_00048.png,84.6280288696289,79.32252502441406,0,255
train_00049.png,99.97233581542969,35.376426696777344,26,255
train_00050.png,131.4143829345703,36.567481994628906,0,255
train_00051.png,144.73788452148438,46.28938293457031,0,255
train_00052.png,62.422672271728516,73.27762603759766,0,255
train_00053.png,121.14987182617188,54.02289581298828,5,255
train_00054.png,173.75526428222656,45.81427001953125,41,250
train_00055.png,137.0059814453125,57.69569778442383,16,250
train_00056.png,144.40736389160156,60.22311782836914,0,255
train_00057.png,143.20718383789062,49.401275634765625,27,255
train_00058.png,118.91055297851562,50.46630096435547,0,254
train_00059.png,133.86782836914062,49.23686218261719,57,255
train_00060.png,67.54463958740234,49.006019592285156,0,164
train_00061.png,65.72808074951172,77.69756317138672,0,255
train_00062.png,162.22361755371094,55.305572509765625,0,255
train_00063.png,111.51976776123047,54.07835388183594,41,213
train_00064.png,142.29583740234375,68.53700256347656,0,252
train_00065.png,66.55452728271484,70.86614227294922,0,255
train_00066.png,72.07884216308594,75.6373062133789,0,255
train_00067.png,210.64987182617188,44.492462158203125,89,255
train_00068.png,131.2464141845703,43.09135818481445,29,255
train_00069.png,94.8104248046875,27.934587478637695,17,183
train_00070.png,144.26681518554688,51.58405685424805,19,255
train_00071.png,125.49983978271484,59.280399322509766,0,255
train_00072.png,132.02000427246094,49.768218994140625,0,255
train_00073.png,132.1403045654297,48.306968688964844,39,255
train_00074.png,59.67402648925781,78.66446685791016,0,255
train_00075.png,157.9297637939453,41.450862884521484,0,255
train_00076.png,132.67840576171875,63.45797348022461,33,253
train_00077.png,225.46141052246094,40.171451568603516,63,255
train_00078.png,141.99330139160156,56.56792449951172,0,254
train_00079.png,126.3232650756836,83.47306060791016,0,254
train_00080.png,144.15066528320312,46.548675537109375,0,255
train_00081.png,148.3070068359375,61.37001419067383,31,255
train_00082.png,141.82382202148438,88.8699951171875,0,255
train_00083.png,60.80309295654297,69.35609436035156,0,255
train_00084.png,117.0517349243164,71.74283599853516,0,255
train_00085.png,128.4838104248047,23.097620010375977,29,214
train_00086.png,140.7867431640625,49.30610275268555,6,255
train_00087.png,135.86997985839844,55.06359100341797,0,255
train_00088.png,40.744102478027344,63.71870803833008,0,255
train_00089.png,117.39859771728516,34.735408782958984,27,255
train_00090.png,138.70997619628906,68.8177261352539,0,255
train_00091.png,150.4354248046875,69.73712158203125,0,255
train_00092.png,124.11782836914062,43.792789459228516,8,227
train_00093.png,33.71763229370117,58.2320556640625,0,250
train_00094.png,57.49721145629883,45.63736343383789,0,212
train_00095.png,125.68917083740234,76.78569793701172,0,255
train_00096.png,139.51866149902344,51.955257415771484,12,255
train_00097.png,129.89947509765625,47.57461929321289,0,223
train_00098.png,131.2673797607422,61.507293701171875,0,255
train_00099.png,111.50263214111328,35.982398986816406,25,180
train_00100.png,98.4591064453125,52.650230407714844,0,255
train_00101.png,50.97504806518555,67.56636810302734,0,255
train_00102.png,70.04033660888672,81.56082916259766,0,255
train_00103.png,135.91238403320312,50.855072021484375,0,255
train_00104.png,169.93072509765625,50.31467819213867,4,255
train_00105.png,141.5724639892578,49.84381866455078,0,249
train_00106.png,87.7139663696289,60.0347785949707,0,204
train_00107.png,173.49290466308594,42.711551666259766,18,253
train_00108.png,121.27367401123047,46.07121658325195,23,238
train_00109.png,56.51713943481445,68.08735656738281,0,255
train_00110.png,67.30110168457031,76.42253875732422,0,255
train_00111.png,117.93949127197266,21.68740463256836,34,186
train_00112.png,142.28140258789062,52.33371353149414,0,255
train_00113.png,170.4398193359375,53.01042175292969,0,255
train_00114.png,64.60929870605469,77.25308227539062,0,255
train_00115.png,78.91661071777344,71.87027740478516,0,255
train_00116.png,129.35858154296875,48.62431335449219,0,255
train_00117.png,39.45439910888672,57.372676849365234,0,253
train_00118.png,97.89094543457031,76.2891845703125,0,255
train_00119.png,70.2908935546875,73.30249786376953,0,255
train_00120.png,70.95934295654297,78.06029510498047,0,255
train_00121.png,206.91094970703125,46.85064697265625,43,255
train_00122.png,66.66629791259766,74.985107421875,0,255
train_00123.png,116.63002014160156,58.922786712646484,0,255
train_00124.png,143.39126586914062,61.37189483642578,0,255
train_00125.png,144.1859130859375,56.243526458740234,0,255
train_00126.png,208.72265625,48.50014877319336,55,255
train_00127.png,130.3638458251953,52.86309814453125,0,255
train_00128.png,143.64724731445312,37.04954528808594,0,255
train_00129.png,128.9355926513672,71.69158935546875,0,255
train_00130.png,115.2214584350586,64.15906524658203,0,255
train_00131.png,217.6361541748047,44.49193572998047,63,255
train_00132.png,131.22671508789062,51.40570068359375,0,255
train_00133.png,94.07844543457031,35.79755401611328,0,212
train_00134.png,146.06655883789062,48.18152618408203,0,255
train_00135.png,229.7733612060547,36.64479064941406,90,255
train_00136.png,88.21420288085938,66.60252380371094,0,235
train_00137.png,95.45145416259766,81.33570098876953,0,255
train_00138.png,64.33003997802734,70.15399169921875,0,255
train_00139.png,124.87061309814453,56.752601623535156,0,255
train_00140.png,143.48731994628906,48.238380432128906,16,255
train_00141.png,112.05325317382812,69.477783203125,0,250
train_00142.png,93.95551300048828,87.15809631347656,0,255
train_00143.png,46.28667068481445,51.55128479003906,0,178
train_00144.png,62.684391021728516,79.77799987792969,0,255
train_00145.png,105.48979949951172,41.71051788330078,0,255
train_00146.png,62.95193099975586,72.8203125,0,255
train_00147.png,152.56536865234375,32.363521575927734,0,240
train_00148.png,120.61367797851562,51.82499694824219,0,243
train_00149.png,158.07725524902344,70.3352279663086,4,255
train_00150.png,151.60459899902344,53.812416076660156,11,255
train_00151.png,141.6465301513672,42.78589630126953,20,246
train_00152.png,140.59103393554688,51.98999786376953,0,255
train_00153.png,141.60586547851562,42.27064895629883,0,246
train_00154.png,74.73301696777344,74.57484436035156,0,252
train_00155.png,64.28085327148438,77.52157592773438,0,255
train_00156.png,109.0733413696289,63.514041900634766,0,255
train_00157.png,135.3046875,65.26751708984375,0,255
train_00158.png,143.8415985107422,46.52517318725586,0,255
train_00159.png,158.8812255859375,58.9897346496582,0,255
train_00160.png,113.51610565185547,56.16825485229492,0,255
train_00161.png,108.84127807617188,73.34649658203125,0,255
train_00162.png,90.92051696777344,74.24166870117188,0,254
train_00163.png,126.3497314453125,73.292236328125,0,245
train_00164.png,117.33824920654297,40.09811019897461,37,255
train_00165.png,107.84757995605469,62.31916046142578,0,247
train_00166.png,123.3485336303711,37.99416732788086,0,255
train_00167.png,117.21588134765625,50.120521545410156,0,237
train_00168.png,114.74673461914062,45.352725982666016,34,190
train_00169.png,149.6855010986328,46.709617614746094,6,248
train_00170.png,51.979671478271484,68.50175476074219,0,255
train_00171.png,118.22305297851562,47.041603088378906,10,250
train_00172.png,75.11463928222656,70.80248260498047,0,255
train_00173.png,172.43072509765625,64.30864715576172,1,255
train_00174.png,112.50048065185547,39.9407958984375,0,204
train_00175.png,60.148597717285156,66.6890640258789,0,254
train_00176.png,131.30174255371094,60.45249557495117,0,255
train_00177.png,96.54974365234375,91.67976379394531,0,255
train_00178.png,131.11256408691406,42.65977478027344,3,234
train_00179.png,91.85985565185547,56.500091552734375,0,255
train_00180.png,107.13664245605469,48.59458541870117,0,253
train_00181.png,216.77120971679688,43.41603088378906,79,255
train_00182.png,71.03539276123047,80.90135192871094,0,255
train_00183.png,223.16868591308594,40.44319534301758,73,255
train_00184.png,99.63177490234375,52.85049819946289,0,255
train_00185.png,138.16102600097656,62.021034240722656,0,255
train_00186.png,83.01307678222656,95.10868835449219,0,255
train_00187.png,69.75135803222656,76.89636993408203,0,255
train_00188.png,142.0646514892578,53.17450714111328,0,255
train_00189.png,80.32366180419922,41.00419616699219,0,186
train_00190.png,104.28874206542969,32.09435272216797,23,172
train_00191.png,137.31082153320312,48.74235916137695,0,255
train_00192.png,117.70296478271484,45.542057037353516,0,204
train_00193.png,78.30030059814453,75.9790267944336,0,255
train_00194.png,148.26609802246094,55.7291259765625,0,247
train_00195.png,76.98054504394531,82.6087646484375,0,255
train_00196.png,176.00613403320312,43.84030532836914,71,255
train_00197.png,96.97911071777344,84.60203552246094,0,255
train_00198.png,118.21651458740234,54.52872085571289,41,207
train_00199.png,124.04264831542969,68.72128295898438,0,224
train_00200.png,151.7242431640625,55.50652313232422,28,248
train_00201.png,135.66302490234375,49.24018859863281,1,249
train_00202.png,220.31146240234375,40.37763214111328,97,255
train_00203.png,136.05149841308594,52.746089935302734,0,255
train_00204.png,61.80763626098633,76.8025894165039,0,255
train_00205.png,72.56026458740234,80.75200653076172,0,255
train_00206.png,147.1500244140625,54.0428352355957,0,246
train_00207.png,79.66302490234375,77.06694793701172,0,251
train_00208.png,133.6186981201172,44.12344741821289,0,255
train_00209.png,197.19076538085938,43.06521987915039,83,255
train_00210.png,147.00701904296875,45.22273635864258,0,252
train_00211.png,89.93207550048828,44.445037841796875,0,234
train_00212.png,101.32828521728516,56.56673049926758,0,255
train_00213.png,157.21795654296875,60.014198303222656,29,255
train_00214.png,134.47703552246094,64.22010803222656,30,247
train_00215.png,134.1427001953125,55.34077072143555,32,255
train_00216.png,79.96372985839844,83.01615905761719,0,255
train_00217.png,66.43901824951172,76.53424072265625,0,254
train_00218.png,112.09375,35.55438232421875,3,255
train_00219.png,80.52120208740234,78.12162780761719,0,255
train_00220.png,96.15975952148438,47.67249298095703,3,238
train_00221.png,131.7700958251953,53.43130111694336,0,255
train_00222.png,156.5759735107422,82.38671875,0,255
train_00223.png,120.25334930419922,45.88194274902344,0,203
train_00224.png,149.5138702392578,59.93935775756836,30,255
train_00225.png,140.09494018554688,60.25082778930664,16,250
train_00226.png,160.1758575439453,68.31243133544922,21,255
train_00227.png,97.70710754394531,30.276103973388672,27,255
train_00228.png,146.23165893554688,45.27177047729492,0,255
train_00229.png,78.3858413696289,76.26943969726562,0,255
train_00230.png,105.11949920654297,47.94440460205078,0,251
train_00231.png,142.46365356445312,44.326576232910156,12,249
train_00232.png,140.65496826171875,67.7162857055664,0,255
train_00233.png,86.1806411743164,81.21898651123047,0,255
train_00234.png,130.93263244628906,64.88733673095703,0,254
train_00235.png,121.22640228271484,61.270530700683594,0,255
train_00236.png,137.47384643554688,49.0626106262207,5,255
train_00237.png,39.62284851074219,60.41114807128906,0,255
train_00238.png,38.5416145324707,59.93369674682617,0,255
train_00239.png,109.57183074951172,63.18248748779297,0,255
train_00240.png,153.8101806640625,61.4703483581543,29,255
train_00241.png,159.11805725097656,19.417356491088867,77,198
train_00242.png,71.52288055419922,80.44063568115234,0,255
train_00243.png,164.30062866210938,62.514122009277344,0,255
train_00244.png,74.03619384765625,77.60148620605469,0,255
train_00245.png,39.13161849975586,63.03683090209961,0,248
train_00246.png,124.70950317382812,48.30142593383789,0,255
train_00247.png,143.7884979248047,36.96974182128906,0,255
train_00248.png,149.69595336914062,48.86039352416992,31,254
train_00249.png,60.109375,62.46677780151367,0,255
train_00250.png,130.07357788085938,54.16341781616211,0,255
train_00251.png,216.44419860839844,43.67581558227539,78,255
train_00252.png,75.96253204345703,84.69538879394531,0,255
train_00253.png,118.52861785888672,51.09635543823242,0,252
